entity_id,entity_type,week_offset,week_label,kind,qty,qty_lower,qty_upper
RM-CU,part,-12,W-12,actual,1078,1078,1078
RM-CU,part,-11,W-11,actual,1092,1092,1092
RM-CU,part,-10,W-10,actual,1043,1043,1043
RM-CU,part,-9,W-9,actual,1071,1071,1071
RM-CU,part,-8,W-8,actual,1090,1090,1090
RM-CU,part,-7,W-7,actual,1050,1050,1050
RM-CU,part,-6,W-6,actual,1085,1085,1085
RM-CU,part,-5,W-5,actual,1104,1104,1104
RM-CU,part,-4,W-4,actual,1115,1115,1115
RM-CU,part,-3,W-3,actual,1162,1162,1162
RM-CU,part,-2,W-2,actual,1146,1146,1146
RM-CU,part,-1,W-1,actual,1155,1155,1155
RM-CU,part,0,W+0,forecast,1169,1087,1253
RM-CU,part,1,W+1,forecast,1183,1092,1272
RM-CU,part,2,W+2,forecast,1195,1097,1293
RM-CU,part,3,W+3,forecast,1204,1099,1311
RM-CU,part,4,W+4,forecast,1218,1101,1330
RM-CU,part,5,W+5,forecast,1227,1106,1351
RM-CU,part,6,W+6,forecast,1237,1106,1370
RM-CU,part,7,W+7,forecast,1248,1108,1386
RM-CU,part,8,W+8,forecast,1255,1108,1405
RM-CU,part,9,W+9,forecast,1265,1106,1421
RM-CU,part,10,W+10,forecast,1269,1106,1435
RM-CU,part,11,W+11,forecast,1276,1101,1449
ECU-300,part,-26,W-26,actual,1267,1267,1267
ECU-300,part,-25,W-25,actual,1300,1300,1300
ECU-300,part,-24,W-24,actual,1276,1276,1276
ECU-300,part,-23,W-23,actual,1281,1281,1281
ECU-300,part,-22,W-22,actual,1253,1253,1253
ECU-300,part,-21,W-21,actual,1260,1260,1260
ECU-300,part,-20,W-20,actual,1269,1269,1269
ECU-300,part,-19,W-19,actual,1246,1246,1246
ECU-300,part,-18,W-18,actual,1258,1258,1258
ECU-300,part,-17,W-17,actual,1230,1230,1230
ECU-300,part,-16,W-16,actual,1258,1258,1258
ECU-300,part,-15,W-15,actual,1244,1244,1244
ECU-300,part,-14,W-14,actual,1237,1237,1237
ECU-300,part,-13,W-13,actual,1241,1241,1241
ECU-300,part,-12,W-12,actual,1267,1267,1267
ECU-300,part,-11,W-11,actual,1283,1283,1283
ECU-300,part,-10,W-10,actual,1227,1227,1227
ECU-300,part,-9,W-9,actual,1260,1260,1260
ECU-300,part,-8,W-8,actual,1281,1281,1281
ECU-300,part,-7,W-7,actual,1234,1234,1234
ECU-300,part,-6,W-6,actual,1276,1276,1276
ECU-300,part,-5,W-5,actual,1300,1300,1300
ECU-300,part,-4,W-4,actual,1311,1311,1311
ECU-300,part,-3,W-3,actual,1365,1365,1365
ECU-300,part,-2,W-2,actual,1349,1349,1349
ECU-300,part,-1,W-1,actual,1360,1360,1360
ECU-300,part,0,W+0,forecast,1377,1281,1472
ECU-300,part,1,W+1,forecast,1391,1283,1496
ECU-300,part,2,W+2,forecast,1405,1290,1519
ECU-300,part,3,W+3,forecast,1419,1293,1542
ECU-300,part,4,W+4,forecast,1433,1297,1566
ECU-300,part,5,W+5,forecast,1444,1300,1589
ECU-300,part,6,W+6,forecast,1456,1302,1610
ECU-300,part,7,W+7,forecast,1468,1302,1631
ECU-300,part,8,W+8,forecast,1477,1302,1652
ECU-300,part,9,W+9,forecast,1486,1302,1671
ECU-300,part,10,W+10,forecast,1496,1300,1689
ECU-300,part,11,W+11,forecast,1503,1297,1706
PROC-8G,part,-26,W-26,actual,817,817,817
PROC-8G,part,-25,W-25,actual,831,831,831
PROC-8G,part,-24,W-24,actual,803,803,803
PROC-8G,part,-23,W-23,actual,805,805,805
PROC-8G,part,-22,W-22,actual,798,798,798
PROC-8G,part,-21,W-21,actual,796,796,796
PROC-8G,part,-20,W-20,actual,807,807,807
PROC-8G,part,-19,W-19,actual,784,784,784
PROC-8G,part,-18,W-18,actual,784,784,784
PROC-8G,part,-17,W-17,actual,772,772,772
PROC-8G,part,-16,W-16,actual,793,793,793
PROC-8G,part,-15,W-15,actual,772,772,772
PROC-8G,part,-14,W-14,actual,775,775,775
PROC-8G,part,-13,W-13,actual,777,777,777
PROC-8G,part,-12,W-12,actual,793,793,793
PROC-8G,part,-11,W-11,actual,810,810,810
PROC-8G,part,-10,W-10,actual,765,765,765
PROC-8G,part,-9,W-9,actual,784,784,784
PROC-8G,part,-8,W-8,actual,786,786,786
PROC-8G,part,-7,W-7,actual,772,772,772
PROC-8G,part,-6,W-6,actual,782,782,782
PROC-8G,part,-5,W-5,actual,800,800,800
PROC-8G,part,-4,W-4,actual,826,826,826
PROC-8G,part,-3,W-3,actual,835,835,835
PROC-8G,part,-2,W-2,actual,835,835,835
PROC-8G,part,-1,W-1,actual,854,854,854
PROC-8G,part,0,W+0,forecast,854,793,915
PROC-8G,part,1,W+1,forecast,861,796,929
PROC-8G,part,2,W+2,forecast,870,798,943
PROC-8G,part,3,W+3,forecast,877,800,957
PROC-8G,part,4,W+4,forecast,887,803,968
PROC-8G,part,5,W+5,forecast,894,805,982
PROC-8G,part,6,W+6,forecast,901,805,994
PROC-8G,part,7,W+7,forecast,908,805,1008
PROC-8G,part,8,W+8,forecast,912,805,1020
PROC-8G,part,9,W+9,forecast,917,803,1031
PROC-8G,part,10,W+10,forecast,922,803,1041
PROC-8G,part,11,W+11,forecast,926,800,1052
PROC-4G,part,-26,W-26,actual,450,450,450
PROC-4G,part,-25,W-25,actual,469,469,469
PROC-4G,part,-24,W-24,actual,476,476,476
PROC-4G,part,-23,W-23,actual,476,476,476
PROC-4G,part,-22,W-22,actual,455,455,455
PROC-4G,part,-21,W-21,actual,464,464,464
PROC-4G,part,-20,W-20,actual,462,462,462
PROC-4G,part,-19,W-19,actual,462,462,462
PROC-4G,part,-18,W-18,actual,474,474,474
PROC-4G,part,-17,W-17,actual,457,457,457
PROC-4G,part,-16,W-16,actual,467,467,467
PROC-4G,part,-15,W-15,actual,471,471,471
PROC-4G,part,-14,W-14,actual,462,462,462
PROC-4G,part,-13,W-13,actual,464,464,464
PROC-4G,part,-12,W-12,actual,476,476,476
PROC-4G,part,-11,W-11,actual,474,474,474
PROC-4G,part,-10,W-10,actual,462,462,462
PROC-4G,part,-9,W-9,actual,476,476,476
PROC-4G,part,-8,W-8,actual,495,495,495
PROC-4G,part,-7,W-7,actual,462,462,462
PROC-4G,part,-6,W-6,actual,495,495,495
PROC-4G,part,-5,W-5,actual,497,497,497
PROC-4G,part,-4,W-4,actual,485,485,485
PROC-4G,part,-3,W-3,actual,532,532,532
PROC-4G,part,-2,W-2,actual,513,513,513
PROC-4G,part,-1,W-1,actual,506,506,506
PROC-4G,part,0,W+0,forecast,523,485,560
PROC-4G,part,1,W+1,forecast,527,488,569
PROC-4G,part,2,W+2,forecast,534,490,579
PROC-4G,part,3,W+3,forecast,539,492,588
PROC-4G,part,4,W+4,forecast,546,495,597
PROC-4G,part,5,W+5,forecast,551,497,607
PROC-4G,part,6,W+6,forecast,555,497,616
PROC-4G,part,7,W+7,forecast,560,497,623
PROC-4G,part,8,W+8,forecast,565,499,632
PROC-4G,part,9,W+9,forecast,569,499,639
PROC-4G,part,10,W+10,forecast,574,499,646
PROC-4G,part,11,W+11,forecast,576,497,653
RM-SI,part,-26,W-26,actual,1267,1267,1267
RM-SI,part,-25,W-25,actual,1300,1300,1300
RM-SI,part,-24,W-24,actual,1276,1276,1276
RM-SI,part,-23,W-23,actual,1281,1281,1281
RM-SI,part,-22,W-22,actual,1253,1253,1253
RM-SI,part,-21,W-21,actual,1260,1260,1260
RM-SI,part,-20,W-20,actual,1269,1269,1269
RM-SI,part,-19,W-19,actual,1246,1246,1246
RM-SI,part,-18,W-18,actual,1258,1258,1258
RM-SI,part,-17,W-17,actual,1230,1230,1230
RM-SI,part,-16,W-16,actual,1258,1258,1258
RM-SI,part,-15,W-15,actual,1244,1244,1244
RM-SI,part,-14,W-14,actual,1237,1237,1237
RM-SI,part,-13,W-13,actual,1241,1241,1241
RM-SI,part,-12,W-12,actual,1267,1267,1267
RM-SI,part,-11,W-11,actual,1283,1283,1283
RM-SI,part,-10,W-10,actual,1227,1227,1227
RM-SI,part,-9,W-9,actual,1260,1260,1260
RM-SI,part,-8,W-8,actual,1281,1281,1281
RM-SI,part,-7,W-7,actual,1234,1234,1234
RM-SI,part,-6,W-6,actual,1276,1276,1276
RM-SI,part,-5,W-5,actual,1300,1300,1300
RM-SI,part,-4,W-4,actual,1311,1311,1311
RM-SI,part,-3,W-3,actual,1365,1365,1365
RM-SI,part,-2,W-2,actual,1349,1349,1349
RM-SI,part,-1,W-1,actual,1360,1360,1360
RM-SI,part,0,W+0,forecast,1377,1281,1472
RM-SI,part,1,W+1,forecast,1391,1283,1496
RM-SI,part,2,W+2,forecast,1405,1290,1519
RM-SI,part,3,W+3,forecast,1419,1293,1542
RM-SI,part,4,W+4,forecast,1433,1297,1566
RM-SI,part,5,W+5,forecast,1444,1300,1589
RM-SI,part,6,W+6,forecast,1456,1302,1610
RM-SI,part,7,W+7,forecast,1468,1302,1631
RM-SI,part,8,W+8,forecast,1477,1302,1652
RM-SI,part,9,W+9,forecast,1486,1302,1671
RM-SI,part,10,W+10,forecast,1496,1300,1689
RM-SI,part,11,W+11,forecast,1503,1297,1706
BP-RWD-001,part,-26,W-26,actual,1267,1267,1267
BP-RWD-001,part,-25,W-25,actual,1300,1300,1300
BP-RWD-001,part,-24,W-24,actual,1276,1276,1276
BP-RWD-001,part,-23,W-23,actual,1281,1281,1281
BP-RWD-001,part,-22,W-22,actual,1253,1253,1253
BP-RWD-001,part,-21,W-21,actual,1260,1260,1260
BP-RWD-001,part,-20,W-20,actual,1269,1269,1269
BP-RWD-001,part,-19,W-19,actual,1246,1246,1246
BP-RWD-001,part,-18,W-18,actual,1258,1258,1258
BP-RWD-001,part,-17,W-17,actual,1230,1230,1230
BP-RWD-001,part,-16,W-16,actual,1258,1258,1258
BP-RWD-001,part,-15,W-15,actual,1244,1244,1244
BP-RWD-001,part,-14,W-14,actual,1237,1237,1237
BP-RWD-001,part,-13,W-13,actual,1241,1241,1241
BP-RWD-001,part,-12,W-12,actual,1267,1267,1267
BP-RWD-001,part,-11,W-11,actual,1283,1283,1283
BP-RWD-001,part,-10,W-10,actual,1227,1227,1227
BP-RWD-001,part,-9,W-9,actual,1260,1260,1260
BP-RWD-001,part,-8,W-8,actual,1281,1281,1281
BP-RWD-001,part,-7,W-7,actual,1234,1234,1234
BP-RWD-001,part,-6,W-6,actual,1276,1276,1276
BP-RWD-001,part,-5,W-5,actual,1300,1300,1300
BP-RWD-001,part,-4,W-4,actual,1311,1311,1311
BP-RWD-001,part,-3,W-3,actual,1365,1365,1365
BP-RWD-001,part,-2,W-2,actual,1349,1349,1349
BP-RWD-001,part,-1,W-1,actual,1360,1360,1360
BP-RWD-001,part,0,W+0,forecast,1377,1281,1472
BP-RWD-001,part,1,W+1,forecast,1391,1283,1496
BP-RWD-001,part,2,W+2,forecast,1405,1290,1519
BP-RWD-001,part,3,W+3,forecast,1419,1293,1542
BP-RWD-001,part,4,W+4,forecast,1433,1297,1566
BP-RWD-001,part,5,W+5,forecast,1444,1300,1589
BP-RWD-001,part,6,W+6,forecast,1456,1302,1610
BP-RWD-001,part,7,W+7,forecast,1468,1302,1631
BP-RWD-001,part,8,W+8,forecast,1477,1302,1652
BP-RWD-001,part,9,W+9,forecast,1486,1302,1671
BP-RWD-001,part,10,W+10,forecast,1496,1300,1689
BP-RWD-001,part,11,W+11,forecast,1503,1297,1706
FM-22,part,-26,W-26,actual,1267,1267,1267
FM-22,part,-25,W-25,actual,1300,1300,1300
FM-22,part,-24,W-24,actual,1276,1276,1276
FM-22,part,-23,W-23,actual,1281,1281,1281
FM-22,part,-22,W-22,actual,1253,1253,1253
FM-22,part,-21,W-21,actual,1260,1260,1260
FM-22,part,-20,W-20,actual,1269,1269,1269
FM-22,part,-19,W-19,actual,1246,1246,1246
FM-22,part,-18,W-18,actual,1258,1258,1258
FM-22,part,-17,W-17,actual,1230,1230,1230
FM-22,part,-16,W-16,actual,1258,1258,1258
FM-22,part,-15,W-15,actual,1244,1244,1244
FM-22,part,-14,W-14,actual,1237,1237,1237
FM-22,part,-13,W-13,actual,1241,1241,1241
FM-22,part,-12,W-12,actual,1267,1267,1267
FM-22,part,-11,W-11,actual,1283,1283,1283
FM-22,part,-10,W-10,actual,1227,1227,1227
FM-22,part,-9,W-9,actual,1260,1260,1260
FM-22,part,-8,W-8,actual,1281,1281,1281
FM-22,part,-7,W-7,actual,1234,1234,1234
FM-22,part,-6,W-6,actual,1276,1276,1276
FM-22,part,-5,W-5,actual,1300,1300,1300
FM-22,part,-4,W-4,actual,1311,1311,1311
FM-22,part,-3,W-3,actual,1365,1365,1365
FM-22,part,-2,W-2,actual,1349,1349,1349
FM-22,part,-1,W-1,actual,1360,1360,1360
FM-22,part,0,W+0,forecast,1377,1281,1472
FM-22,part,1,W+1,forecast,1391,1283,1496
FM-22,part,2,W+2,forecast,1405,1290,1519
FM-22,part,3,W+3,forecast,1419,1293,1542
FM-22,part,4,W+4,forecast,1433,1297,1566
FM-22,part,5,W+5,forecast,1444,1300,1589
FM-22,part,6,W+6,forecast,1456,1302,1610
FM-22,part,7,W+7,forecast,1468,1302,1631
FM-22,part,8,W+8,forecast,1477,1302,1652
FM-22,part,9,W+9,forecast,1486,1302,1671
FM-22,part,10,W+10,forecast,1496,1300,1689
FM-22,part,11,W+11,forecast,1503,1297,1706
FM-22-ALT,part,-26,W-26,actual,1267,1267,1267
FM-22-ALT,part,-25,W-25,actual,1300,1300,1300
FM-22-ALT,part,-24,W-24,actual,1276,1276,1276
FM-22-ALT,part,-23,W-23,actual,1281,1281,1281
FM-22-ALT,part,-22,W-22,actual,1253,1253,1253
FM-22-ALT,part,-21,W-21,actual,1260,1260,1260
FM-22-ALT,part,-20,W-20,actual,1269,1269,1269
FM-22-ALT,part,-19,W-19,actual,1246,1246,1246
FM-22-ALT,part,-18,W-18,actual,1258,1258,1258
FM-22-ALT,part,-17,W-17,actual,1230,1230,1230
FM-22-ALT,part,-16,W-16,actual,1258,1258,1258
FM-22-ALT,part,-15,W-15,actual,1244,1244,1244
FM-22-ALT,part,-14,W-14,actual,1237,1237,1237
FM-22-ALT,part,-13,W-13,actual,1241,1241,1241
FM-22-ALT,part,-12,W-12,actual,1267,1267,1267
FM-22-ALT,part,-11,W-11,actual,1283,1283,1283
FM-22-ALT,part,-10,W-10,actual,1227,1227,1227
FM-22-ALT,part,-9,W-9,actual,1260,1260,1260
FM-22-ALT,part,-8,W-8,actual,1281,1281,1281
FM-22-ALT,part,-7,W-7,actual,1234,1234,1234
FM-22-ALT,part,-6,W-6,actual,1276,1276,1276
FM-22-ALT,part,-5,W-5,actual,1300,1300,1300
FM-22-ALT,part,-4,W-4,actual,1311,1311,1311
FM-22-ALT,part,-3,W-3,actual,1365,1365,1365
FM-22-ALT,part,-2,W-2,actual,1349,1349,1349
FM-22-ALT,part,-1,W-1,actual,1360,1360,1360
FM-22-ALT,part,0,W+0,forecast,1377,1281,1472
FM-22-ALT,part,1,W+1,forecast,1391,1283,1496
FM-22-ALT,part,2,W+2,forecast,1405,1290,1519
FM-22-ALT,part,3,W+3,forecast,1419,1293,1542
FM-22-ALT,part,4,W+4,forecast,1433,1297,1566
FM-22-ALT,part,5,W+5,forecast,1444,1300,1589
FM-22-ALT,part,6,W+6,forecast,1456,1302,1610
FM-22-ALT,part,7,W+7,forecast,1468,1302,1631
FM-22-ALT,part,8,W+8,forecast,1477,1302,1652
FM-22-ALT,part,9,W+9,forecast,1486,1302,1671
FM-22-ALT,part,10,W+10,forecast,1496,1300,1689
FM-22-ALT,part,11,W+11,forecast,1503,1297,1706
FST-M8,part,-26,W-26,actual,30408,30408,30408
FST-M8,part,-25,W-25,actual,31173,31173,31173
FST-M8,part,-24,W-24,actual,30658,30658,30658
FST-M8,part,-23,W-23,actual,30751,30751,30751
FST-M8,part,-22,W-22,actual,30065,30065,30065
FST-M8,part,-21,W-21,actual,30254,30254,30254
FST-M8,part,-20,W-20,actual,30483,30483,30483
FST-M8,part,-19,W-19,actual,29890,29890,29890
FST-M8,part,-18,W-18,actual,30193,30193,30193
FST-M8,part,-17,W-17,actual,29507,29507,29507
FST-M8,part,-16,W-16,actual,30207,30207,30207
FST-M8,part,-15,W-15,actual,29864,29864,29864
FST-M8,part,-14,W-14,actual,29703,29703,29703
FST-M8,part,-13,W-13,actual,29797,29797,29797
FST-M8,part,-12,W-12,actual,30429,30429,30429
FST-M8,part,-11,W-11,actual,30798,30798,30798
FST-M8,part,-10,W-10,actual,29475,29475,29475
FST-M8,part,-9,W-9,actual,30261,30261,30261
FST-M8,part,-8,W-8,actual,30751,30751,30751
FST-M8,part,-7,W-7,actual,29615,29615,29615
FST-M8,part,-6,W-6,actual,30637,30637,30637
FST-M8,part,-5,W-5,actual,31180,31180,31180
FST-M8,part,-4,W-4,actual,31484,31484,31484
FST-M8,part,-3,W-3,actual,32788,32788,32788
FST-M8,part,-2,W-2,actual,32363,32363,32363
FST-M8,part,-1,W-1,actual,32625,32625,32625
FST-M8,part,0,W+0,forecast,33028,30723,35355
FST-M8,part,1,W+1,forecast,33371,30826,35905
FST-M8,part,2,W+2,forecast,33700,30945,36470
FST-M8,part,3,W+3,forecast,34029,31040,37035
FST-M8,part,4,W+4,forecast,34358,31127,37585
FST-M8,part,5,W+5,forecast,34662,31194,38122
FST-M8,part,6,W+6,forecast,34937,31241,38647
FST-M8,part,7,W+7,forecast,35219,31269,39165
FST-M8,part,8,W+8,forecast,35462,31269,39648
FST-M8,part,9,W+9,forecast,35684,31255,40098
FST-M8,part,10,W+10,forecast,35870,31208,40535
FST-M8,part,11,W+11,forecast,36038,31127,40938
B-4471,part,-26,W-26,actual,10136,10136,10136
B-4471,part,-25,W-25,actual,10390,10390,10390
B-4471,part,-24,W-24,actual,10220,10220,10220
B-4471,part,-23,W-23,actual,10250,10250,10250
B-4471,part,-22,W-22,actual,10022,10022,10022
B-4471,part,-21,W-21,actual,10085,10085,10085
B-4471,part,-20,W-20,actual,10162,10162,10162
B-4471,part,-19,W-19,actual,9963,9963,9963
B-4471,part,-18,W-18,actual,10064,10064,10064
B-4471,part,-17,W-17,actual,9835,9835,9835
B-4471,part,-16,W-16,actual,10068,10068,10068
B-4471,part,-15,W-15,actual,9954,9954,9954
B-4471,part,-14,W-14,actual,9900,9900,9900
B-4471,part,-13,W-13,actual,9933,9933,9933
B-4471,part,-12,W-12,actual,10143,10143,10143
B-4471,part,-11,W-11,actual,10267,10267,10267
B-4471,part,-10,W-10,actual,9826,9826,9826
B-4471,part,-9,W-9,actual,10087,10087,10087
B-4471,part,-8,W-8,actual,10250,10250,10250
B-4471,part,-7,W-7,actual,9872,9872,9872
B-4471,part,-6,W-6,actual,10213,10213,10213
B-4471,part,-5,W-5,actual,10393,10393,10393
B-4471,part,-4,W-4,actual,10495,10495,10495
B-4471,part,-3,W-3,actual,10929,10929,10929
B-4471,part,-2,W-2,actual,10787,10787,10787
B-4471,part,-1,W-1,actual,10876,10876,10876
B-4471,part,0,W+0,forecast,11009,10241,11786
B-4471,part,1,W+1,forecast,11123,10276,11968
B-4471,part,2,W+2,forecast,11233,10316,12157
B-4471,part,3,W+3,forecast,11342,10346,12346
B-4471,part,4,W+4,forecast,11452,10376,12528
B-4471,part,5,W+5,forecast,11555,10397,12707
B-4471,part,6,W+6,forecast,11646,10414,12882
B-4471,part,7,W+7,forecast,11739,10423,13055
B-4471,part,8,W+8,forecast,11821,10423,13216
B-4471,part,9,W+9,forecast,11895,10418,13365
B-4471,part,10,W+10,forecast,11956,10402,13512
B-4471,part,11,W+11,forecast,12012,10376,13645
RM-STEEL,part,-26,W-26,actual,506,506,506
RM-STEEL,part,-25,W-25,actual,520,520,520
RM-STEEL,part,-24,W-24,actual,511,511,511
RM-STEEL,part,-23,W-23,actual,513,513,513
RM-STEEL,part,-22,W-22,actual,502,502,502
RM-STEEL,part,-21,W-21,actual,504,504,504
RM-STEEL,part,-20,W-20,actual,509,509,509
RM-STEEL,part,-19,W-19,actual,497,497,497
RM-STEEL,part,-18,W-18,actual,504,504,504
RM-STEEL,part,-17,W-17,actual,492,492,492
RM-STEEL,part,-16,W-16,actual,504,504,504
RM-STEEL,part,-15,W-15,actual,497,497,497
RM-STEEL,part,-14,W-14,actual,495,495,495
RM-STEEL,part,-13,W-13,actual,497,497,497
RM-STEEL,part,-12,W-12,actual,506,506,506
RM-STEEL,part,-11,W-11,actual,513,513,513
RM-STEEL,part,-10,W-10,actual,490,490,490
RM-STEEL,part,-9,W-9,actual,504,504,504
RM-STEEL,part,-8,W-8,actual,513,513,513
RM-STEEL,part,-7,W-7,actual,495,495,495
RM-STEEL,part,-6,W-6,actual,511,511,511
RM-STEEL,part,-5,W-5,actual,520,520,520
RM-STEEL,part,-4,W-4,actual,525,525,525
RM-STEEL,part,-3,W-3,actual,546,546,546
RM-STEEL,part,-2,W-2,actual,539,539,539
RM-STEEL,part,-1,W-1,actual,544,544,544
RM-STEEL,part,0,W+0,forecast,551,511,588
RM-STEEL,part,1,W+1,forecast,555,513,597
RM-STEEL,part,2,W+2,forecast,562,516,609
RM-STEEL,part,3,W+3,forecast,567,518,616
RM-STEEL,part,4,W+4,forecast,572,518,625
RM-STEEL,part,5,W+5,forecast,579,520,635
RM-STEEL,part,6,W+6,forecast,583,520,644
RM-STEEL,part,7,W+7,forecast,588,520,653
RM-STEEL,part,8,W+8,forecast,590,520,660
RM-STEEL,part,9,W+9,forecast,595,520,667
RM-STEEL,part,10,W+10,forecast,597,520,677
RM-STEEL,part,11,W+11,forecast,600,518,681
